
January::Date	|	Cases	|	Recoveries	|	Deaths	|	Current cases	|	Sources	|	
New	|	Total	|	New	|	Total	|	New	|	Total	|	Active	|	ICU	|	Ventilators	|	
1	|	3,386	|	2,761,472	|	3,547	|	2,688,925	|	26	|	31,513	|	41,034	|	273	|	159	|	
2	|	2,882	|	2,764,354	|	3,291	|	2,692,216	|	19	|	31,352	|	40,606	|	284	|	156	|	
3	|	2,690	|	2,767,044	|	3,535	|	2,695,751	|	28	|	31,560	|	39,733	|	265	|	147	|	
4	|	2,842	|	2,769,886	|	2,862	|	2,698,613	|	31	|	31,591	|	39,682	|	252	|	134	|	
5	|	3,270	|	2,773,156	|	3,195	|	2,701,808	|	18	|	31,609	|	39,739	|	257	|	137	|	
6	|	3,543	|	2,776,699	|	3,484	|	2,705,292	|	19	|	31,628	|	39,779	|	253	|	130	|	
7	|	3,381	|	2,780,080	|	3,447	|	2,708,739	|	16	|	31,644	|	39,697	|	254	|	114	|	
8	|	3,251	|	2,783,331	|	3,161	|	2,711,900	|	11	|	31,655	|	39,776	|	253	|	115	|	
9	|	2,888	|	2,786,219	|	2,714	|	2,714,614	|	23	|	31,678	|	39,927	|	248	|	117	|	
10	|	2,641	|	2,788,860	|	2,808	|	2,717,422	|	18	|	31,696	|	39,742	|	253	|	106	|	
11	|	3,175	|	2,792,035	|	2,977	|	2,720,399	|	27	|	31,723	|	39,913	|	229	|	99	|	
12	|	3,198	|	2,795,233	|	3,200	|	2,723,599	|	15	|	31,738	|	39,896	|	215	|	105	|	
13	|	3,684	|	2,798,917	|	3,292	|	2,726,891	|	12	|	31,750	|	40,276	|	198	|	105	|	
14	|	3,346	|	2,802,263	|	3,052	|	2,729,943	|	12	|	31,762	|	40,558	|	204	|	95	|	
15	|	3,074	|	2,805,337	|	2,828	|	2,732,771	|	19	|	31,718	|	40,785	|	193	|	90	|	
16	|	3,010	|	2,808,347	|	2,584	|	2,735,355	|	12	|	31,793	|	41,199	|	182	|	83	|	
17	|	2,342	|	2,810,689	|	2,907	|	2,738,262	|	16	|	31,809	|	40,618	|	184	|	87	|	
18	|	3,245	|	2,813,934	|	3,093	|	2,741,355	|	9	|	31,818	|	40,761	|	183	|	84	|	
19	|	3,229	|	2,817,163	|	2,848	|	2,744,203	|	13	|	31,831	|	41,129	|	162	|	76	|	
20	|	3,764	|	2,820,927	|	3,254	|	2,747,457	|	22	|	31,853	|	41,167	|	160	|	72	|	
21	|	4,046	|	2,824,973	|	2,804	|	2,750,261	|	16	|	31,869	|	42,843	|	149	|	71	|	
22	|	4,116	|	2,829,089	|	2,858	|	2,753,119	|	14	|	31,882	|	44,088	|	141	|	62	|	
23	|	3,856	|	2,832,945	|	2,814	|	2,755,933	|	9	|	31,892	|	45,120	|	143	|	53	|	
24	|	3,214	|	2,836,159	|	3,116	|	2,759,049	|	10	|	31,902	|	45,208	|	146	|	65	|	
25	|	4,066	|	2,840,225	|	3,559	|	2,762,608	|	16	|	31,918	|	45,699	|	131	|	65	|	
26	|	4,744	|	2,844,969	|	3,646	|	2,766,254	|	12	|	31,930	|	46,785	|	129	|	72	|	
27	|	5,439	|	2,850,408	|	4,409	|	2,770,663	|	10	|	31,940	|	47,805	|	124	|	70	|	
28	|	5,522	|	2,855,930	|	3,285	|	2,773,948	|	12	|	31,952	|	50,030	|	127	|	70	|	
29	|	5,139	|	2,861,069	|	3,767	|	2,777,715	|	5	|	31,957	|	51,397	|	119	|	69	|	
30	|	4,915	|	2,865,984	|	3,056	|	2,780,771	|	8	|	31,965	|	53,248	|	120	|	65	|	
31	|	4,774	|	2,870,758	|	3,232	|	2,784,003	|	13	|	31,978	|	54,777	|	114	|	62	|	
On 12 January 2022,  Health Minister   Khairy Jamaluddin  confirmed that fully-vaccinate travellers and travellers who had previously contracted COVID-19 would not need to undergo mandatory quarantine. Those who had been infected with COVID-19 had to present evidence they had been infected 11 to 60 days prior to travelling to Malaysia and a  fit to travel  letter. On 16 January, the Malaysian  Ministry of Health  updated its isolation procedures for COVID-19 positive cases. Fully-vaccinated individuals with no symptoms have to isolate for seven days while individuals with incomplete vaccinations or are asymptomatic cases have to isolate for ten days. 

February::Date	|	Cases	|	Recoveries	|	Deaths	|	Current cases	|	Sources	|	
New	|	Total	|	New	|	Total	|	New	|	Total	|	Active	|	ICU	|	Ventilators	|	
1	|	5,566	|	2,876,324	|	3,187	|	2,787,187	|	7	|	31,985	|	57,152	|	113	|	59	|	
2	|	5,736	|	2,882,060	|	3,196	|	2,790,383	|	7	|	31,992	|	59,685	|	112	|	54	|	
3	|	5,720	|	2,887,780	|	3,968	|	2,794,354	|	8	|	32,000	|	61,426	|	114	|	56	|	
4	|	7,234	|	2,895,014	|	5,254	|	2,799,608	|	11	|	32,011	|	63,395	|	118	|	57	|	
5	|	9,117	|	2,904,131	|	6,546	|	2,806,154	|	14	|	32,025	|	65,952	|	123	|	67	|	
6	|	10,089	|	2,914,220	|	6,460	|	2,812,614	|	9	|	32,034	|	69,572	|	137	|	71	|	
7	|	11,034	|	2,925,254	|	6,036	|	2,818,650	|	9	|	32,043	|	74,561	|	135	|	81	|	
8	|	8,510	|	2,939,198	|	5,421	|	2,824,071	|	13	|	32,056	|	83,701	|	138	|	71	|	
9	|	17,134	|	2,956,332	|	5,681	|	2,829,752	|	9	|	32,065	|	94,515	|	147	|	79	|	
10	|	19,090	|	2,975,422	|	5,712	|	2,835,464	|	10	|	32,075	|	107,883	|	158	|	78	|	
11	|	20,939	|	2,996,361	|	5,807	|	2,841,271	|	24	|	32,099	|	122,991	|	155	|	80	|	
12	|	22,708	|	2,998,909	|	5,422	|	2,846,713	|	15	|	32,114	|	140,336	|	176	|	98	|	
13	|	21,072	|	3,040,235	|	5,274	|	2,852,437	|	11	|	32,125	|	155,673	|	187	|	109	|	
14	|	21,315	|	3,061,550	|	8,517	|	2,860,954	|	24	|	32,149	|	168,447	|	199	|	115	|	
15	|	22,053	|	3,063,203	|	7,584	|	2,868,538	|	31	|	32,180	|	182,965	|	194	|	120	|	
16	|	27,713	|	3,090,916	|	7,912	|	2,876,450	|	21	|	32,180	|	202,884	|	204	|	116	|	
17	|	26,569	|	3,117,485	|	11,744	|	2,888,194	|	39	|	32,239	|	217,781	|	216	|	141	|	
18	|	27,689	|	3,166,023	|	12,488	|	2,900,682	|	36	|	32,726	|	233,065	|	235	|	132	|	
19	|	28,825	|	3,194,848	|	18,514	|	2,919,196	|	34	|	32,310	|	243,342	|	238	|	130	|	
20	|	26,832	|	3,221,680	|	18,459	|	2,937,655	|	37	|	32,347	|	251,678	|	247	|	139	|	
21	|	25,099	|	3,246,779	|	17,749	|	2,955,404	|	43	|	32,390	|	258,985	|	272	|	164	|	
22	|	27,179	|	3,273,958	|	19,037	|	2,974,441	|	43	|	32,433	|	267,084	|	286	|	180	|	
23	|	31,199	|	3,305,157	|	20,399	|	2,994,840	|	55	|	32,488	|	277,829	|	305	|	191	|	
24	|	32,070	|	3,337,227	|	23,332	|	3,018,172	|	46	|	32,534	|	286,521	|	327	|	201	|	
25	|	30,644	|	3,367,871	|	22,678	|	3,040,850	|	57	|	32,591	|	294,430	|	332	|	196	|	
26	|	27,299	|	3,395,170	|	22,710	|	3,063,560	|	43	|	32,634	|	298,976	|	348	|	203	|	
27	|	24,466	|	3,419,636	|	22,710	|	3,086,270	|	40	|	32,674	|	300,692	|	353	|	193	|	
28	|	23,100	|	3,442,736	|	30,624	|	3,116,564	|	75	|	32,749	|	293,423	|	361	|	193	|	
On 9 February, former  Malaysian Prime Minister   Muhyiddin Yassin  tested positive for COVID-19. On 13 February, the total number of cases in Malaysia exceeded the 3 million mark, reaching 3,040,235. By 24 February, the total number of recoveries in Malaysia had exceeded the 3 million mark, reaching 3,018,172. By 24 February, the number of cases among children below the age of 11 had risen from 2,492 cases on 13 February to 3,863 on 25 February.  In addition, cases among adolescents aged 12 to 17 rose from 1,496 on 13 February to 1,849 on 25 February. Similarly, cases among adults aged between 18 and 59 years rose from 12,634 on 13 February to 20,771 on 25 February. Likewise, cases among senior citizens (aged 60 years and above) rose from 1,334 on 13 February to 2,261 on 25 February. 

March::Date	|	Cases	|	Recoveries	|	Deaths	|	Current cases	|	Sources	|	
New	|	Total	|	New	|	Total	|	New	|	Total	|	Active	|	ICU	|	Ventilators	|	
1	|	25,854	|	3,468,590	|	25,548	|	3,142,112	|	78	|	32,827	|	293,651	|	374	|	213	|	
2	|	27,500	|	3,496,090	|	0	|	3,142,112	|	115	|	32,942	|	321,036	|	360	|	194	|	
